sku,profile_key,category_code,weight_grams,name,price,stock_quantity,roast_level,description,image_url,status,display_order
CP-SO021-L-200,SO021_L,SINGLE_ORIGIN,200,CR Tarrazu HONEY 라이트 200g,20500,99,LIGHT,Tarrazu 산지의 HONEY 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so021_l.webp,ON_SALE,1
CP-SO021-L-500,SO021_L,SINGLE_ORIGIN,500,CR Tarrazu HONEY 라이트 500g,46000,100,LIGHT,Tarrazu 산지의 HONEY 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so021_l.webp,ON_SALE,2
CP-SO021-M-200,SO021_M,SINGLE_ORIGIN,200,CR Tarrazu HONEY 미디엄 200g,19500,18,MEDIUM,Tarrazu 산지의 HONEY 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so021_m.webp,ON_SALE,1
CP-SO021-M-500,SO021_M,SINGLE_ORIGIN,500,CR Tarrazu HONEY 미디엄 500g,44000,19,MEDIUM,Tarrazu 산지의 HONEY 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so021_m.webp,ON_SALE,2
CP-SO022-L-200,SO022_L,SINGLE_ORIGIN,200,CR West Valley NATURAL 라이트 200g,21500,0,LIGHT,West Valley 산지의 NATURAL 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so022_l.webp,SOLD_OUT,1
CP-SO022-L-500,SO022_L,SINGLE_ORIGIN,500,CR West Valley NATURAL 라이트 500g,48500,21,LIGHT,West Valley 산지의 NATURAL 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so022_l.webp,ON_SALE,2
CP-SO022-M-200,SO022_M,SINGLE_ORIGIN,200,CR West Valley NATURAL 미디엄 200g,20500,22,MEDIUM,West Valley 산지의 NATURAL 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so022_m.webp,HIDDEN,1
CP-SO022-M-500,SO022_M,SINGLE_ORIGIN,500,CR West Valley NATURAL 미디엄 500g,46000,23,MEDIUM,West Valley 산지의 NATURAL 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so022_m.webp,ON_SALE,2
CP-SO023-L-200,SO023_L,SINGLE_ORIGIN,200,CR Tres Rios WASHED 라이트 200g,19500,24,LIGHT,Tres Rios 산지의 WASHED 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so023_l.webp,ON_SALE,1
CP-SO023-L-500,SO023_L,SINGLE_ORIGIN,500,CR Tres Rios WASHED 라이트 500g,44000,25,LIGHT,Tres Rios 산지의 WASHED 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so023_l.webp,ON_SALE,2
CP-SO023-M-200,SO023_M,SINGLE_ORIGIN,200,CR Tres Rios WASHED 미디엄 200g,18500,26,MEDIUM,Tres Rios 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so023_m.webp,ON_SALE,1
CP-SO023-M-500,SO023_M,SINGLE_ORIGIN,500,CR Tres Rios WASHED 미디엄 500g,41500,27,MEDIUM,Tres Rios 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so023_m.webp,ON_SALE,2
CP-SO024-L-200,SO024_L,SINGLE_ORIGIN,200,GT Huehuetenango WASHED 라이트 200g,20000,28,LIGHT,Huehuetenango 산지의 WASHED 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so024_l.webp,ON_SALE,1
CP-SO024-L-500,SO024_L,SINGLE_ORIGIN,500,GT Huehuetenango WASHED 라이트 500g,45000,29,LIGHT,Huehuetenango 산지의 WASHED 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so024_l.webp,ON_SALE,2
CP-SO024-M-200,SO024_M,SINGLE_ORIGIN,200,GT Huehuetenango WASHED 미디엄 200g,19000,30,MEDIUM,Huehuetenango 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so024_m.webp,ON_SALE,1
CP-SO024-M-500,SO024_M,SINGLE_ORIGIN,500,GT Huehuetenango WASHED 미디엄 500g,43000,31,MEDIUM,Huehuetenango 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so024_m.webp,ON_SALE,2
CP-SO025-L-200,SO025_L,SINGLE_ORIGIN,200,GT Antigua WASHED 라이트 200g,19500,32,LIGHT,Antigua 산지의 WASHED 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so025_l.webp,ON_SALE,1
CP-SO025-L-500,SO025_L,SINGLE_ORIGIN,500,GT Antigua WASHED 라이트 500g,44000,33,LIGHT,Antigua 산지의 WASHED 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so025_l.webp,ON_SALE,2
CP-SO025-M-200,SO025_M,SINGLE_ORIGIN,200,GT Antigua WASHED 미디엄 200g,18500,34,MEDIUM,Antigua 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so025_m.webp,ON_SALE,1
CP-SO025-M-500,SO025_M,SINGLE_ORIGIN,500,GT Antigua WASHED 미디엄 500g,41500,35,MEDIUM,Antigua 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so025_m.webp,ON_SALE,2
CP-SO026-L-200,SO026_L,SINGLE_ORIGIN,200,GT Atitlan NATURAL 라이트 200g,20000,36,LIGHT,Atitlan 산지의 NATURAL 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so026_l.webp,ON_SALE,1
CP-SO026-L-500,SO026_L,SINGLE_ORIGIN,500,GT Atitlan NATURAL 라이트 500g,45000,0,LIGHT,Atitlan 산지의 NATURAL 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so026_l.webp,SOLD_OUT,2
CP-SO026-M-200,SO026_M,SINGLE_ORIGIN,200,GT Atitlan NATURAL 미디엄 200g,19000,38,MEDIUM,Atitlan 산지의 NATURAL 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so026_m.webp,ON_SALE,1
CP-SO026-M-500,SO026_M,SINGLE_ORIGIN,500,GT Atitlan NATURAL 미디엄 500g,43000,39,MEDIUM,Atitlan 산지의 NATURAL 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so026_m.webp,ON_SALE,2
CP-SO027-L-200,SO027_L,SINGLE_ORIGIN,200,SV Apaneca-Ilamatepec HONEY 라이트 200g,21000,40,LIGHT,Apaneca-Ilamatepec 산지의 HONEY 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so027_l.webp,ON_SALE,1
CP-SO027-L-500,SO027_L,SINGLE_ORIGIN,500,SV Apaneca-Ilamatepec HONEY 라이트 500g,47500,41,LIGHT,Apaneca-Ilamatepec 산지의 HONEY 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so027_l.webp,ON_SALE,2
CP-SO027-M-200,SO027_M,SINGLE_ORIGIN,200,SV Apaneca-Ilamatepec HONEY 미디엄 200g,20000,42,MEDIUM,Apaneca-Ilamatepec 산지의 HONEY 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so027_m.webp,ON_SALE,1
CP-SO027-M-500,SO027_M,SINGLE_ORIGIN,500,SV Apaneca-Ilamatepec HONEY 미디엄 500g,45000,43,MEDIUM,Apaneca-Ilamatepec 산지의 HONEY 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so027_m.webp,ON_SALE,2
CP-SO028-L-200,SO028_L,SINGLE_ORIGIN,200,SV Chalatenango WASHED 라이트 200g,23000,44,LIGHT,Chalatenango 산지의 WASHED 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so028_l.webp,ON_SALE,1
CP-SO028-L-500,SO028_L,SINGLE_ORIGIN,500,SV Chalatenango WASHED 라이트 500g,52000,45,LIGHT,Chalatenango 산지의 WASHED 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so028_l.webp,ON_SALE,2
CP-SO028-M-200,SO028_M,SINGLE_ORIGIN,200,SV Chalatenango WASHED 미디엄 200g,22000,46,MEDIUM,Chalatenango 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so028_m.webp,ON_SALE,1
CP-SO028-M-500,SO028_M,SINGLE_ORIGIN,500,SV Chalatenango WASHED 미디엄 500g,49500,47,MEDIUM,Chalatenango 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so028_m.webp,ON_SALE,2
CP-SO029-L-200,SO029_L,SINGLE_ORIGIN,200,HN Marcala WASHED 라이트 200g,18500,48,LIGHT,Marcala 산지의 WASHED 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so029_l.webp,ON_SALE,1
CP-SO029-L-500,SO029_L,SINGLE_ORIGIN,500,HN Marcala WASHED 라이트 500g,41500,49,LIGHT,Marcala 산지의 WASHED 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so029_l.webp,ON_SALE,2
CP-SO029-M-200,SO029_M,SINGLE_ORIGIN,200,HN Marcala WASHED 미디엄 200g,17500,50,MEDIUM,Marcala 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so029_m.webp,ON_SALE,1
CP-SO029-M-500,SO029_M,SINGLE_ORIGIN,500,HN Marcala WASHED 미디엄 500g,39500,51,MEDIUM,Marcala 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so029_m.webp,HIDDEN,2
CP-SO030-L-200,SO030_L,SINGLE_ORIGIN,200,HN Copan NATURAL 라이트 200g,18000,52,LIGHT,Copan 산지의 NATURAL 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so030_l.webp,ON_SALE,1
CP-SO030-L-500,SO030_L,SINGLE_ORIGIN,500,HN Copan NATURAL 라이트 500g,40500,53,LIGHT,Copan 산지의 NATURAL 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so030_l.webp,ON_SALE,2
CP-SO030-M-200,SO030_M,SINGLE_ORIGIN,200,HN Copan NATURAL 미디엄 200g,17000,0,MEDIUM,Copan 산지의 NATURAL 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so030_m.webp,SOLD_OUT,1
CP-SO030-M-500,SO030_M,SINGLE_ORIGIN,500,HN Copan NATURAL 미디엄 500g,38500,55,MEDIUM,Copan 산지의 NATURAL 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so030_m.webp,ON_SALE,2
CP-SO031-L-200,SO031_L,SINGLE_ORIGIN,200,PA Boquete WASHED 라이트 200g,29500,56,LIGHT,Boquete 산지의 WASHED 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so031_l.webp,ON_SALE,1
CP-SO031-L-500,SO031_L,SINGLE_ORIGIN,500,PA Boquete WASHED 라이트 500g,66500,57,LIGHT,Boquete 산지의 WASHED 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so031_l.webp,ON_SALE,2
CP-SO031-M-200,SO031_M,SINGLE_ORIGIN,200,PA Boquete WASHED 미디엄 200g,28500,58,MEDIUM,Boquete 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so031_m.webp,ON_SALE,1
CP-SO031-M-500,SO031_M,SINGLE_ORIGIN,500,PA Boquete WASHED 미디엄 500g,64000,59,MEDIUM,Boquete 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so031_m.webp,ON_SALE,2
CP-SO032-L-200,SO032_L,SINGLE_ORIGIN,200,PA Volcan NATURAL 라이트 200g,28500,60,LIGHT,Volcan 산지의 NATURAL 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so032_l.webp,ON_SALE,1
CP-SO032-L-500,SO032_L,SINGLE_ORIGIN,500,PA Volcan NATURAL 라이트 500g,64000,61,LIGHT,Volcan 산지의 NATURAL 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so032_l.webp,ON_SALE,2
CP-SO032-M-200,SO032_M,SINGLE_ORIGIN,200,PA Volcan NATURAL 미디엄 200g,27500,62,MEDIUM,Volcan 산지의 NATURAL 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so032_m.webp,ON_SALE,1
CP-SO032-M-500,SO032_M,SINGLE_ORIGIN,500,PA Volcan NATURAL 미디엄 500g,62000,63,MEDIUM,Volcan 산지의 NATURAL 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so032_m.webp,ON_SALE,2
CP-SO033-M-200,SO033_M,SINGLE_ORIGIN,200,ID Gayo WET_HULLED 미디엄 200g,17500,64,MEDIUM,Gayo 산지의 WET_HULLED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so033_m.webp,ON_SALE,1
CP-SO033-M-500,SO033_M,SINGLE_ORIGIN,500,ID Gayo WET_HULLED 미디엄 500g,39500,65,MEDIUM,Gayo 산지의 WET_HULLED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so033_m.webp,ON_SALE,2
CP-SO033-D-200,SO033_D,SINGLE_ORIGIN,200,ID Gayo WET_HULLED 다크 200g,18000,66,DARK,Gayo 산지의 WET_HULLED 커피를 다크 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so033_d.webp,ON_SALE,1
CP-SO033-D-500,SO033_D,SINGLE_ORIGIN,500,ID Gayo WET_HULLED 다크 500g,40500,67,DARK,Gayo 산지의 WET_HULLED 커피를 다크 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so033_d.webp,ON_SALE,2
CP-SO034-M-200,SO034_M,SINGLE_ORIGIN,200,ID Java WASHED 미디엄 200g,17000,68,MEDIUM,Java 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so034_m.webp,ON_SALE,1
CP-SO034-M-500,SO034_M,SINGLE_ORIGIN,500,ID Java WASHED 미디엄 500g,38500,69,MEDIUM,Java 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so034_m.webp,ON_SALE,2
CP-SO034-D-200,SO034_D,SINGLE_ORIGIN,200,ID Java WASHED 다크 200g,17500,70,DARK,Java 산지의 WASHED 커피를 다크 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so034_d.webp,ON_SALE,1
CP-SO034-D-500,SO034_D,SINGLE_ORIGIN,500,ID Java WASHED 다크 500g,39500,0,DARK,Java 산지의 WASHED 커피를 다크 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so034_d.webp,SOLD_OUT,2
CP-SO035-L-200,SO035_L,SINGLE_ORIGIN,200,PG Eastern Highlands WASHED 라이트 200g,19500,72,LIGHT,Eastern Highlands 산지의 WASHED 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so035_l.webp,ON_SALE,1
CP-SO035-L-500,SO035_L,SINGLE_ORIGIN,500,PG Eastern Highlands WASHED 라이트 500g,44000,73,LIGHT,Eastern Highlands 산지의 WASHED 커피를 라이트 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so035_l.webp,ON_SALE,2
CP-SO035-M-200,SO035_M,SINGLE_ORIGIN,200,PG Eastern Highlands WASHED 미디엄 200g,18500,74,MEDIUM,Eastern Highlands 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so035_m.webp,ON_SALE,1
CP-SO035-M-500,SO035_M,SINGLE_ORIGIN,500,PG Eastern Highlands WASHED 미디엄 500g,41500,75,MEDIUM,Eastern Highlands 산지의 WASHED 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so035_m.webp,ON_SALE,2
CP-SO036-M-200,SO036_M,SINGLE_ORIGIN,200,IN Chikmagalur NATURAL 미디엄 200g,16500,76,MEDIUM,Chikmagalur 산지의 NATURAL 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so036_m.webp,ON_SALE,1
CP-SO036-M-500,SO036_M,SINGLE_ORIGIN,500,IN Chikmagalur NATURAL 미디엄 500g,37000,77,MEDIUM,Chikmagalur 산지의 NATURAL 커피를 미디엄 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so036_m.webp,ON_SALE,2
CP-SO036-D-200,SO036_D,SINGLE_ORIGIN,200,IN Chikmagalur NATURAL 다크 200g,17000,78,DARK,Chikmagalur 산지의 NATURAL 커피를 다크 로스트로 구성한 합성 싱글 오리진 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so036_d.webp,ON_SALE,1
CP-SO036-D-500,SO036_D,SINGLE_ORIGIN,500,IN Chikmagalur NATURAL 다크 500g,38500,79,DARK,Chikmagalur 산지의 NATURAL 커피를 다크 로스트로 구성한 합성 싱글 오리진 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/so036_d.webp,ON_SALE,2
CP-BL001-M-200,BL001_M,BLEND,200,Morning Balance 미디엄 200g,16500,80,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl001_m.webp,HIDDEN,1
CP-BL001-M-500,BL001_M,BLEND,500,Morning Balance 미디엄 500g,37000,81,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl001_m.webp,ON_SALE,2
CP-BL001-D-200,BL001_D,BLEND,200,Morning Balance 다크 200g,17000,82,DARK,3개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl001_d.webp,ON_SALE,1
CP-BL001-D-500,BL001_D,BLEND,500,Morning Balance 다크 500g,38500,83,DARK,3개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl001_d.webp,ON_SALE,2
CP-BL002-M-200,BL002_M,BLEND,200,Espresso House 미디엄 200g,16000,84,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl002_m.webp,ON_SALE,1
CP-BL002-M-500,BL002_M,BLEND,500,Espresso House 미디엄 500g,36000,85,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl002_m.webp,ON_SALE,2
CP-BL002-D-200,BL002_D,BLEND,200,Espresso House 다크 200g,16500,86,DARK,3개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl002_d.webp,ON_SALE,1
CP-BL002-D-500,BL002_D,BLEND,500,Espresso House 다크 500g,37000,87,DARK,3개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl002_d.webp,ON_SALE,2
CP-BL003-L-200,BL003_L,BLEND,200,East Africa Floral 라이트 200g,22500,0,LIGHT,3개 산지의 균형을 라이트 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl003_l.webp,SOLD_OUT,1
CP-BL003-L-500,BL003_L,BLEND,500,East Africa Floral 라이트 500g,50500,89,LIGHT,3개 산지의 균형을 라이트 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl003_l.webp,ON_SALE,2
CP-BL003-M-200,BL003_M,BLEND,200,East Africa Floral 미디엄 200g,21500,90,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl003_m.webp,ON_SALE,1
CP-BL003-M-500,BL003_M,BLEND,500,East Africa Floral 미디엄 500g,48500,91,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl003_m.webp,ON_SALE,2
CP-BL004-M-200,BL004_M,BLEND,200,Chocolate Nut 미디엄 200g,15500,92,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl004_m.webp,ON_SALE,1
CP-BL004-M-500,BL004_M,BLEND,500,Chocolate Nut 미디엄 500g,35000,93,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl004_m.webp,ON_SALE,2
CP-BL004-D-200,BL004_D,BLEND,200,Chocolate Nut 다크 200g,16000,94,DARK,3개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl004_d.webp,ON_SALE,1
CP-BL004-D-500,BL004_D,BLEND,500,Chocolate Nut 다크 500g,36000,95,DARK,3개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl004_d.webp,ON_SALE,2
CP-BL005-L-200,BL005_L,BLEND,200,Latin Citrus 라이트 200g,20500,96,LIGHT,3개 산지의 균형을 라이트 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl005_l.webp,ON_SALE,1
CP-BL005-L-500,BL005_L,BLEND,500,Latin Citrus 라이트 500g,46000,97,LIGHT,3개 산지의 균형을 라이트 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl005_l.webp,ON_SALE,2
CP-BL005-M-200,BL005_M,BLEND,200,Latin Citrus 미디엄 200g,19500,98,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl005_m.webp,ON_SALE,1
